text,label
"On April 7, 2014, Employee #1, a carpenter, and Coworkers #1 and #2, employed by Apartments Downtown, Inc., were installing equipment at a commercial building. Employee #1 was working with one leg and hip on an approximately 25-degree sloped metal awning. His other leg was standing on a Werner D-116-2 Type III aluminum extension ladder that was leaned against the sloped metal awning on the building's facade. The bottom edge of the awning was approximately 11 feet above a concrete sidewalk and projected out from the structure approximately 4 feet. The sidewalk where the ladder's feet were placed sloped downward to the right (when viewed facing the building) approximately .5-inch to .625-inch per foot. Employee #1 was boring two penetrations into the wall of the structure using a Milwaukee #0234 1.5-inch chuck pistol grip drill and a 4.25-inch hole saw bit. The wall penetrations were approximately 13 feet above the sidewalk. Coworkers #1 and #2 were assisting, with Coworker #1 holding the ladder. The hole saw became bound up, and the drill kicked back, throwing Employee #1 off balance. Employee #1 dropped the drill. Coworkers #1 and #2 may have backed away to avoid being struck by the falling drill. The ladder slid and tipped over to the right. Employee #1 fell down and toward the left, a fall height of 12 feet, and struck his head on the concrete sidewalk. Emergency services were called, and the Iowa City Police Department and Fire Department responded and also the Johnson County Ambulance Service. Employee #1 was transported to University of Iowa Hospital, admitted, and treated for a fractured skull and other injuries. He died on April 18, 2014. This work-related fatality was investigated by Iowa OSHA. The investigator determined that no personal fall arrest or restraint system was in place when Employee #1 fell. When the ladder was examined, its rails were bent to the side several feet up from the bottom. No blocking or ladder leveler devices had been used to compensate for the sloping surface on which the ladder had been placed. No side handle had been used with the drill.",T
"On April 9, 2014, Employee #1, employed by a painting contractor, was engaged in painting work at a water tank. He was positioned on a catwalk and painting the interior of the tank. Employee #1 fell from the catwalk to the floor below, a fall height of approximately 60 feet. Employee #1 was killed. This event was investigated by Virginia OSHA.",T
"On December 1, 2005, a construction worker was performing concrete formwork on the foundation of a building. As he was working, one wall of the excavation collapsed and the construction worker was engulfed and killed by the falling earth.",F
"On December 13, 2007, Employee #1 was changing out the light fixtures on flag poles. He was outside, working at the junction box, when he was electrocuted.",F
"On July 13, 2005, Employee #1 apparently suffered a heat stroke after leaving his construction job. The police said his temperature was 107 degrees F when he reached the hospital, where he later died.",F
"On July 14, 2011, Employee #1, an electrical strapper, was working alone in a compartment of the Naval vessel LPD-23 under construction at Ingalls Shipyard. He was fastening metal straps to electrical wire bundles along the walls and ceiling of the compartments. A ladder was provided for Employee #1 to reach the ceiling; however, he did not use it due to obstructions in his work area. Apparently, Employee #1 climbed onto piping to reach the ceiling and stepped on a metal cover that protected a 110/440 volt solenoid-activated pilot valve for the AFFF fire suppression system. Employee #1 was found dead of electrocution. There were no witnesses to the incident. The metal cover was marked ""DANGER HIGH VOLTAGE""; it was found dislodged after the incident.",F
"On July 25, 2006, a heavy equipment operator was using a Link Belt 5800 track hoe excavator in a fly ash pit. He loaded trucks that hauled the fly ash to an on-site landfill at the Dayton Power and Light (DP&L) Stuart Station Plant in Aberdeen, Ohio. The pit (a former pond) had been dewatered, and digging activity had been ongoing for approximately three months. There were two excavators digging and loading trucks. The fly ash walls of the pit collapsed, engulfing his excavator up to, and around the cab. The cab was air-conditioned, and the material broke through the windows and trapped the operator in the cab. He attempted to climb out the roof hatch of the cab but was unsuccessful. The operator was extracted by DP&L emergency medical technicians, and transported to a hospital by the Brown County Life Squad. The employee later died in the hospital from asphyxia.",F
"On July 6, 2010, a 31-yr-old male construction worker had been shoveling gravel and installing forms for a residential swimming pool over a period of 11 hours in the hot summer sun. Afterward, the employee became sick, and the owner of the company called the EMS; the worker's core body temperature was 109.4 degrees. He was air lifted to a trauma center suffering from heat stroke, and was pronounced dead later that evening.",F
"On March 2, 2005, a construction employee was installing pipeline in an excavation. He was struck on the chest by a large frozen chunk of dirt that rolled into the excavation where he stood. He died from asphyxia.",F
"On March 27, 2014, Employee #1, a roofer employed by Detail Services, Inc., dba Detail Slate and Tile, was engaged in roofing work at a commercial building. He was on the roof and rolling out ice and water shield barrier paper. The paper was placed over 3-foot by 3-foot holes where skylights were to be installed. After rolling out the paper, Employee #1 returned along the roof. He crossed over one of the holes and fell through the paper and the opening. Employee #1 landed on his head on the concrete floor below, a fall height of 14 feet. Emergency services were called. When emergency responders arrived, they performed lifesaving procedures and transported Employee #1 to Moore Regional Hospital. Employee #1 later was transferred to the University of North Carolina (UNC) Hospital. Medical personnel determined that he had sustained multiple cranial and spinal injuries from which he would not recover. Employee #1 was removed from life-sustaining equipment. He was pronounced brain dead at 2:11 p.m. on March 28, 2014. This fatality was investigated by North Carolina OSHA.",T
"On March 31, 2014, Employee #1, employed by a roofing contractor, was inspecting the roof of a manufacturing plant. He climbed an outside stairway to a platform, and then used an 8-foot stepladder to climb onto the roof, intending to inspect an adjacent section of roof. Workers in the area, when interviewed later, stated that Employee #1 had been up on the roof for approximately 5 minutes when workers saw or heard him fall through a translucent roof panel and hit the concrete floor. The fall height was approximately 25 feet. Employee #1 was killed by the fall. This fatality was investigated by Minnesota OSHA. The investigation determined that the weather was clear and the roof likely was free of ice. It was not known whether Employee #1 carried any tools or equipment with him to conduct the roof inspection.",T
"On March 5, 2014, Employee #1, a journeyman electrician employed by Acme Electric Company, was working at a grain processing facility. Employee #1 was the foreman for a crew permanently assigned to the electrical maintenance of the facility. Based on information developed during the subsequent investigation by Iowa OSHA, Employee #1 went into a fenced-in high voltage area located between two buildings to obtain manufacturer information from a storage capacitor. Employee #1 did not deenergize the equipment before entering this high-voltage ""cage,"" and the PPE he was wearing consisted only of a hard hat and safety glasses. Employee #1 climbed a 6-foot fiberglass step ladder and was attempting to verify information on a capacitor when his right hand made contact with an energized electrical part. Employee #1 was electrocuted. The electrical shock he sustained was approximately 13,800 volts. Employee #1 fell from the ladder to the ground. There was no witness to this event. Employee #1 was found the next morning, at approximately 8:00 a.m. on March 6, 2014. This fatality was reported to Iowa OSHA by the employer on March 6, 2014.",F
"On November 29, 2011, Employee #1 a 53-year-old male, an Excavating and Loading Machine Operator with D & J Construction Company, Inc. Died from asphyxia while backfilling and compacting.",F
"On October 13, 2023, an employee was driving a Cushman Hauler 1200 utility cart, while showing a coworker part of the golf course. The employee drove onto the curb that was located on the outside edge of a bridge, which resulted in the cart falling 5 feet to the ground. The employee was seen at a medical clinic and was discharged with five broken ribs and his wrist. On October 14, 2023, the employee was seen at a second medical center. On October 31, 2023, the employee was pronounced dead in his home.",T
"On October 5, 2007, Employee #1 was applying caulk on the roof of an apartment building when his leg touched a metal pipe leading to an AC condenser. He put his hand on the metal flashing surrounding the top of the parapet wall, and was electrocuted.",F
"On September 17, 2009, an employee was working as a Building Operations Maintenance person for a construction company. The employee was asked by his supervisor to go under the house to remove debris. The supervisor also asked the employee to feed a doorbell wire up through the floor of the utility room so he could connect the doorbell, which was not working. The employee indicated to the supervisor that he had a metal fish tape which he could use to feed the doorbell wire. The supervisor indicated that he told the employee to attach the doorbell wire to the blue telephone wire and feed it through the floor opening. But the employee used the fish tape anyway. While the supervisor was standing in the utility room waiting for the employee to feed the wire, he heard the employee make a noise under the house like he was hurt. The supervisor called his name several times and he did not answer. He then ran outside and called two other workers to come and help. They went to the crawlspace on the side of the house, went under and found the employee lying on the ground, not moving, but still had a pulse. They pulled the employee almost outside the crawlspace. The paramedics arrived and tried to revive the employee, without success. The employee died at the scene from an apparent electrical shock, which was confirmed by the Coroners Report.",F
"On September 22, 2023, an employee working for a religious organization was rerouting network cables through the false ceiling of an office. The employee was working from a 6-foot A-frame ladder. The employee lost his balance causing the ladder to fall over and causing him to land on the office floor. The employee sustained broken ribs, scapula and vertebrae and was hospitalized. On October 12, 2023, the employee died from his injuries.",T
"On September 28, 2004, Employee #1 was using a router during construction of a house when he was electrocuted.",F
"On September 28, 2004, Employee #1 was using a router during construction of a house when he was electrocuted.",F
"On September 28, 2023, an employee working as a painter for a painting contractor was working with a coworker (owner/employee's father) spray painting the outside of a commercial building. The crew was painting up to 20-feet using a 24-foot extension ladder and a 6-foot stepladder. The employee fell from the ladder to a lower level sustaining a head injury. The employee was hospitalized. On October 5, 2023, the employee was pronounced brain dead and on October 8, 2023, he died. The employee's stepfather provided video of the worksite taken some time during the 5 days of work. The video, which the stepfather provided to OSHA, does not have anyone in frame but shows the two ladders and spray paint apparatus. The extension ladder is setup on pavement with both feet solid on the surface and appear to have the rubber footings. The angle of the ladder appears to meet the requirement of 4:1 ratio. The ladder is leaning upon a solid surface at the top on the metal wall of the building. The visible area of the area being repainted on the existing building.",T
"Sometime prior to 4:00 p.m. on March 19, 2014, Employee #1, a drywall installer employed by G E Drywall, was working at a residence. He was working from a rolling scaffold tower and taping interior drywall. Initial reports indicate Employee #1 was working alone when he fell from the scaffold to the concrete floor, a fall height of approximately 12 feet 6 inches. Employee #1 hit his head on the floor and was killed. His body was found inside the residence at approximately 4:00 p.m. on March 19, 2014. Emergency services were called, and the fire department responded. Employee #1's body subsequently was removed by the Shasta County Coroner's Office. This fatality was reported to Cal/OSHA by the fire department and the employer on March 19, 2014. Cal/OSHA began its investigation on March 20, 2014. The investigation was ongoing at the time of this report.",T
